"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"Austin","TX","Austin-Round Rock","Travis County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.5,1703,1797.5,1950,1846.5,1843,1995,1995,2100,1995,1995,2000,2000,2000,2195,2172.5,2225,2250,2300,2397.5,2300,2200,1997.5,1999,2197.5,2400,2500,2400,2395,2425,2600,2650,2625,2679.5,2697.5,2560,2595,2500,2500,2364.5,2500,2352,2395,2095,2222.5,2250,2350,2190,2445,2495,2500,2450,2275,2200,2300,2352,2262.5,2300,2200,2200,2137.5,2300,2275,2200,2195,2195,2195,2250,2354
"Jacksonville","FL","Jacksonville","Duval County",12,1395,1395,1400,1399.5,1400,1350,1350,1395,1350,1350,1395,1362.5,1392.5,1350,1300,1350,1350,1395,1395,1350,1300,1295,1225,1250,1299,1275,1275,1250,1295,1295,1250,1250,1200,1250,1200,1225,1250,1250,1300,1350,1350,1350,1350,1325,1325,1350,1325,1300,1300,1350,1350,1350,1336,1350,1300,1300,1295,1255,1275,1275,1250,1295,1300,1300,1350,1350,1300,1325,1325,1350,1350,1350,1349.5,1350,1375,1395,1399,1425,1395,1399,1375,1350,1395,1350,1349.5,1400,1475,1472.5,1475,1475,1499,1495,1500,1455,1430,1450,1450,1495,1500,1550,1550,1510,1499,1497.5,1500,1495
"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6795,6450,6500,6150,6200,5947.5,6390,6500,6500,6497.5,6297.5,6000,5995,6425,6500,6500,6300,6500,6675,6900,6989,6800,6875,6500,6850
"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",14,,,,,,,,,,,,,,,,,,1000,1025,1025,1000,985,1000,1000,995,900,875,855,855,900,1050,1040,900,900,852.5,855,932,932,997.5,1042.5,1100,1112.5,1112.5,1095,1050,1000,1000,1100,1095,1095,1100,1150,1150,1195,1185,1150,1150,1132.5,1140,1150,1150,1175,1172.5,1100,1150,1135,1125,1100,1095,1085,1097.5,1097,1100,1095,1150,1125,1200,1200,1195,1175,1097.5,1162.5,1175,1149.5,1195,1245,1282.5,1275,1250,1275,1290,1250,1250,1195,1195,1150,1195,1295,1350,1325,1280,1300,1275,1295,1235,1195
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",15,1397.5,1497.5,1500,1450,1572.5,1475,1450,1450,1470,1395,1350,1325,1365,1450,1400,1350,1450,1395,1385,1400,1395,1375,1395,1312.5,1400,1400,1412.5,1500,1495,1500,1495,1475,1412.5,1350,1350,1350,1325,1395,1400,1450,1400,1425,1400,1400,1350,1350,1350,1350,1325.5,1350,1350,1425,1450,1475,1495,1499,1450,1400,1400,1425,1424,1500,1500,1500,1500,1500,1500,1525,1525,1500,1500,1595,1595,1595,1595,1539.5,1500,1500,1547,1550,1500,1550,1495,1549,1595,1659.5,1695,1675,1650,1650,1650,1662,1650,1660,1650,1660,1690,1717.5,1774,1750,1770,1745,1727.5,1700,1695,1675
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",16,,,,,,,,,,,,1275,1350,1350,1395,1350,1325,1395,1395,1395,1395,1450,1450,1395,1395,1485,1400,1395,1400,1425,1400,1395,1397.5,1395,1362.5,1350,1350,1350,1395,1445,1495,1427.5,1450,1500,1495,1400,1450,1400,1400,1450,1450,1475,1495,1495,1495,1495,1499,1499,1500,1500,1562.5,1592.5,1550,1550,1500,1550,1595,1595,1595,1595,1550,1595,1587.5,1650,1650,1650,1595,1595,1650,1650,1600,1695,1600,1650,1650,1700,1700,1730,1750,1795,1795,1795,1725,1695,1699.5,1695,1695,1750,1795,1760,1795,1800,1845,1825,1795,1795
"Columbus","OH","Columbus","Franklin County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1525,1550,1450,1495,1495,1500,1500,1650,1590,1499,1500,1595,1600,1775,1700,1650,1650,1800,1800,1800,1697.5,1650,1550,1800,1695,1800,1650,1900,1780,1787.5,1800,1697,1600,1595,1595,1745,1800,1700,1660,1650,1650,1650,1650,1672.5,1600,1600,1800,1900,1900,1800
"El Paso","TX","El Paso","El Paso County",18,,,,,,,,,,,,,,,1450,1495,1450,1450,1492.5,1397.5,1400,1395,1400,1495,1500,1500,1495,1450,1395,1395,1375,1400,1385,1397.5,1400,1300,1250,1295,1275,1295,1300,1300,1298.5,1297.5,1300,1295,1300,1275,1250,1250,1275,1350,1325,1300,1300,1325,1350,1300,1300,1300,1250,1275,1300,1300,1300,1300,1300,1300,1295,1300,1300,1295,1295,1300,1260,1350,1255,1337,1285,1250,1295,1250,1295,1250,1250,1289,1300,1300,1300,1300,1300,1300,1295,1300,1295,1265,1275,1250,1300,1350,1362.5,1400,1450,1400,1350,1350
"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",19,,,,,,,,,,,,1350,1395,1425,1500,1595,1533,1550,1500,1495,1395,1400,1400,1395,1437.5,1462.5,1400,1495,1500,1499,1495,1495,1499,1495,1450,1450,1495,1495,1500,1562.5,1550,1550,1550,1595,1550,1525,1575,1550,1515,1500,1527.5,1595,1600,1612.5,1650,1619,1600,1575,1550,1595,1600,1599,1649.5,1685,1685,1695,1700,1668.5,1650,1650,1695,1695,1675,1675,1695,1695,1695,1695,1695,1695,1699.5,1699,1720,1784.5,1750,1750,1795,1845,1805.5,1875,1850,1825,1865,1850,1800,1850,1879,1879,1897,1950,1950,1980,1975,1950,1910,1925
"Denver","CO","Denver-Aurora-Lakewood","Denver County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2550,2600,2650,2600,2600,2500,2500,2400,2400,2500,2495,2400,2500,2497.5,2502.5,2672.5,2650,2537.5,2600,2487.5,2300,2325,2500,2562.5,2600,2697.5,2600,2500,2595,2600,2500,2485,2600,2600,2500,2500,2600,2675,2600,2599.5,2500,2677.5,2695,2550
"Seattle","WA","Seattle-Tacoma-Bellevue","King County",21,,,,,,,,,,,,,1850,1897.5,1800,1992.5,1925,2050,2200,2200,2295,2197.5,2225,2000,2175,2195,2250,2297.5,2497.5,2400,2395,2472.5,2350,2497.5,2599.5,2650,2272.5,2475,2397.5,2475,2470,2572.5,2472.5,2500,2400,2300,2450,2395,2200,2295,2450,2597.5,2695,2650,2795,2500,2500,2495,2425,2495,2400,2500,2647,2895,2995,3100,2995,2895,2795,2600,2800,2995,3047.5,2997.5,2950,3080,3200,3200,3100,2977.5,2900,2922.5,2672.5,3000,2995,3199,3200,3295,3395,3500,3350,3195,2995,2990,2995,2900,2995,3125,3300,3250,3295,3450,3300,3000,2995,2800
"Memphis","TN","Memphis","Shelby County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1150,1150,1095,1095,1122.5,1095,1072.5,1072.5,995,950,950,950,950,950,950,1000,1095,1050,995,995,1000,1050,1050,995,995,995,995,1050,1095,1095,1095,1095,1095,1095,1095,1005,1005,1000,975,995,1037.5,1012.5,1085,1095,1095,1050,1095,1095,1050,950,995,995,1075,1050,985,997.5,950,995,975,1025,997.5,995,950,920,975,995,995,995,1062.5,1067.5,1050,1020,1050,1050,1000,1025
"Boston","MA","Boston-Cambridge-Newton","Suffolk County",23,,,,,,,,,,,,,,,,,,,,,,,,3000,2997,3000,2900,2900,2800,2800,2800,2800,2800,2872.5,3000,3300,3200,3200,3199,3199,3200,3100,3025,3000,3000,3000,3200,3300,3300,3300,3399,3250,3200,3200,3200,3200,3200,3200,3400,3700,3550,3500,3400,3350,3200,3200,3200,3200,3200,3200,3500,3700,3700,3550,3500,3400,3400,3350,3300,3300,3200,3200,3500,3800,3700,3600,3600,3600,3500,3450,3450,3400,3400,3550,3750,3800,3800,3775,3700,3600,3600,3600,3500,3480,3400,3600
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3075,3075,3050,3225,2997,2800,2700,2650,2880,2800,2925,3000,3500,3500,3300,3150,2900,2825,3000,3125,3497,3000,3482.5,3300,3482.5,3500,3200,3350,3175,3000,3095,3050,3500,3600,3500,3499,3700,3922.5,3600,3500,3500,3350,3275,3200,3000,3475,3600,3950,3895,3750,3547.5,3500,3200
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",25,,,,,,,,,,,,,,,,,1547.5,1500,1595,1495,1495,1495,1572.5,1750,1672.5,1672.5,1771.5,1700,1695,1625,1500,1600,1500,1500,1500,1500,1600,1650,1750,1597.5,1697.5,1600,1675,1662.5,1685,1600,1595,1595,1450,1437.5,1450,1697.5,1795,1800,1700,1750,1650,1650,1700,1750,1700,1650,1795,1795,1850,1895,1800,1800,1825,1750,1725,1800,1700,1962.5,1825,1995,1937.5,1950,1950,1850,1795,1800,1822.5,1895,1925,1825,1900,2050,1950,1975,1995,1995,1997,1995,1985,1975,1950,1950,1947.5,1900,1895,1950,1950,1900,1845,1825
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1495,1650,1650,1550,1595,1500,1475,1440,1495,1547.5,1445,1595,1695,1700,1737.5,1815,1850,1795,1700,1700,1750,1695,1700,1695,1725,1995,2125,1997.5,1977.5,1875,1727.5,1875,2000,1995,2250,2350,2387.5,2199.5,2495,2472.5,2325,2295,2100,2147.5,2195,2250,2300,2295,2200,2467.5,2250,2397.5,2295,2300,2300,2295,2347.5,2250,2447.5,2500,2595,2495,2495,2295,2200,2225,2300,2295,2350,2395,2550,2400,2300,2300,2300,2250,2195,2222.5
"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",27,,,,,,,,,,,,,1297.5,1250,1285,1300,1395,1295,1450,1395,1395,1385,1295,1295,1300,1335,1350,1350,1350,1395,1395,1395,1385,1395,1395,1395,1350,1350,1350,1395,1349.5,1395,1399.5,1370,1400,1395,1422.5,1395,1395,1395,1395,1425,1437.5,1450,1450,1430,1400,1415,1440,1450,1495,1495,1495,1495,1495,1500,1495,1495,1495,1499.5,1497,1499,1550,1500,1495,1597.5,1650,1695,1550,1499.5,1573,1500,1547.5,1660,1750,1637.5,1695,1750,1750,1895,1800,1795,1800,1825,1850,1837.5,1895,1900,1900,1995,1995,1975,1895,1950,1935,1895
"Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1800,1580,1595,1475,1400,1500,1300,1325,1347.5,1400,1500,1550,1450,1550,1575,1472.5,1400,1447.5,1447.5
"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,850,800,895,972.5,950,925,895,900,900,925,997,999,1099,1050,1000,950,925,800,850,900,990.5,950,1000,1025,1000,1000,900,995,995,950,950,950,925,975,1000,995,1000,1137.5,1050,1000,1000,1000,1050,1050,1000
"Fresno","CA","Fresno","Fresno County",30,,,,,,,,,,,,,,,,,,,1695,1685,1595,1350,1350,1325,1272.5,1250,1120,1100,1100,1122.5,1195,1200,1195,1184,1150,1100,1150,1200,1225,1200,1295,1300,1350,1395,1395,1395,1400,1395,1350,1350,1372.5,1325,1395,1495,1462.5,1495,1450,1462.5,1395,1395,1450,1405,1372.5,1400,1450,1495,1495,1495,1565,1500,1450,1485,1397.5,1412.5,1500,1500,1650,1525,1550,1525,1400,1500,1425,1550,1597.5,1650,1600,1595,1600,1595,1660,1600,1595,1595,1595,1650,1600,1600,1695,1650,1650,1650,1600,1695,1660,1720
"Omaha","NE","Omaha-Council Bluffs","Douglas County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.5,1200,1347.5,1397.5,1395,1450,1395,1400,1435,1395,1410,1395,1350,1395,1397.5,1475,1500,1400,1450,1450,1445,1350,1295,1500
"Albuquerque","NM","Albuquerque","Bernalillo County",32,,,,,,,,,,,,,,,,,,,,,,,,1295,1250,1375,1350,1200,1250,1350,1300,1250,1200,1225,1250,1290,1260,1300,1397.5,1375,1312.5,1300,1300,1300,1300,1295,1300,1295,1295,1250,1262.5,1300,1350,1350,1300,1295,1295,1295,1295,1350,1300,1295,1295,1375,1395,1340,1350,1362.5,1305,1300,1350,1300,1300,1342,1400,1350,1400,1397.5,1325,1325,1350,1329.5,1375,1295,1350,1350,1412.5,1414,1400,1450,1495,1400,1375,1400,1400,1350,1395,1400,1497,1500,1440,1495,1500,1450,1495,1440
"Oklahoma City","OK","Oklahoma City","Oklahoma County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1425,1395,1345,1295,1275,1300,1395,1395,1395,1395,1372.5,1350,1445,1395,1380,1395,1440,1495,1495,1425,1495,1495,1400,1395,1395,1395,1400,1400,1362.5,1345,1350,1395,1335,1297.5,1250,1225,1200,1280,1250,1335,1300,1275,1235,1295,1295,1275,1200,1250,1245,1295,1297,1272.5,1250,1297.5,1350,1200,1247.5,1250,1250,1250,1250
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1612.5,1500,1500,1500,1500,1541,1700,1800,1800,1850,1780,1600,1600,1770,1800,1700,1700,1800,1850,1895,1895,1850,2045,1895,1962.5,1987.5
"Kansas City","MO","Kansas City","Jackson County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1000,875,975,962.5,997.5,1075,950,997.5,1100,1117.5,1095,995,1037.5,1095,1100,1112.5,1135,1125,1200,1242.5,1100,1175,1125,1087.5
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.5,2297.5,2200,2247.5,2400,2162.5,2395,2520,2557.5,2295,2347.5,2400,2437.5,2387.5,2395,2462.5,2400,2450,2400,2395,2400,2422.5
"Colorado Springs","CO","Colorado Springs","El Paso County",37,,,,,,,,,,,,1400,1400,1300,1400,1450,1450,1450,1495,1450,1400,1395,1350,1350,1350,1412.5,1450,1400,1399.5,1400,1395,1395,1300,1350,1399,1395,1395,1495,1425,1450,1450,1400,1400,1450,1425,1395,1400,1395,1400,1400,1450,1497.5,1495,1495,1495,1495,1500,1595,1550,1495,1495,1495,1595,1650,1625,1625,1650,1635,1575,1595,1525,1595,1600,1599.5,1600,1600,1625,1595,1600,1650,1575,1537.5,1595,1685,1695,1695,1750,1800,1750,1750,1750,1712.5,1750,1700,1700,1780,1740,1850,1850,1825,1806,1800,1795,1750,1795,1800
"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",38,1790,1795,1800,1800,1950,1995,1995,1837.5,1800,1800,1800,1750,1750,1800,1850,1895,1850,1850,1800,1735,1750,1700,1700,1750,1795,1800,1850,1750,1795,1800,1795,1782.5,1762.5,1750,1700,1700,1750,1795,1795,1795,1795,1800,1750,1750,1750,1750,1750,1737.5,1699.5,1700,1700,1837.5,1850,1800,1800,1800,1800,1787.5,1797,1795,1800,1795,1850,1895,1850,1850,1799,1795,1750,1700,1750,1795,1800,1850,1850,1850,1800,1800,1850,1800,1795,1750,1800,1790,1800,1850,1850,1850,1900,1900,1895,1900,1872.5,1875,1850,1850,1895,1872.5,1900,1925,1950,1950,1910,1895,1895,1895
"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3075,3300,2962.5,2917.5,3000,3147.5,3000,3197.5,2895,2915,2995,3095,3250,3350,3275,3200,3500,3500,3300,3372.5,3149.5,3275,3450
"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1999.5,2000,1900,1995,1999,1975,1999,1885,1799,1800,2000
"Honolulu","HI","Urban Honolulu","Honolulu County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3500,3300,3250,2975,2900,3000,2900,2700,2650,2900,2900,3100,3300,3497.5,3475,3086,3175,2937.5,2700
"Cleveland","OH","Cleveland-Elyria","Cuyahoga County",42,,,,,,,,,,,,,,,,,,,,600,550,525,537.5,562.5,550,597.5,595,600,600,650,675,650,625,625,600,600,600,600,595,650,650,650,600,590,600,600,600,625,625,625,640,697.5,662.5,662.5,650,650,675,667.5,650,695,695,750,750,750,712.5,637.5,680,650,725,800,795,800,810,825,900,850,825,800,800,800,750,725,737.5,698.5,775,775,775,795,749.5,775,800,775,775,775,800,775,795,775,750,795,800,800,800,800,837.5,825
"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",43,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1400,1400,1395,1495,1497.5,1495,1495,1495,1400,1500,1450,1515,1450,1425,1425,1450,1495,1550,1525,1495,1445,1450,1425,1425,1435,1450,1550,1495,1450,1495,1495,1495,1495,1495,1512.5,1550,1562.5,1550,1595,1675,1595,1595,1595,1650,1562.5,1600,1650,1650,1610,1635,1650,1650,1650,1607.5,1575,1595,1635,1549.5,1640,1679,1695,1700,1745,1750,1795,1750,1700,1695,1709.5,1700,1695,1750,1800,1795,1780,1795,1797.5,1795,1795,1782.5,1795
"Knoxville","TN","Knoxville","Knox County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.5,1500,1350,1550,1797.5,1650,1750,1672.5,1700,1650,1672.5,1697.5,1675,1800,1700,1747.5,1625,1600,1695,1672.5,1597.5,1775,1750
"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1495,1600,1350,1395,1300,1200,1200,1300,1500,1550,1500,1450,1662.5,1750,1790,1695,1800,1650,1700,1700,1695,1795,1800,1800,1800,1795,1795,1790,1785,1695,1795,1795,1850,1925,2000,1995,1900,1900,1945,1900,1850,1905,1850,1899.5,1950,2050,1949,1995,1975,2030,1875,2075,1800,1949.5,2050,1879.5,2057.5,2250,2272.5,2300,2175,2100,2100,2100,2100,2050,2027.5,2000,2047.5,2075,2089,2197.5,2172.5,2000,2000,2000
